Available,Discontinued,Product
0.974,0.026,Dell G Series G7 7588 15.6-inch FHD Laptop
0.978,0.022,New Inspiron 15 5570 Laptop
0.948,0.052,New Inspiron 15 5570 Laptop
0.946,0.054,Dell G Series G7 7588 15.6-inch FHD Laptop
0.892,0.108,Alienware 25 Gaming Monitor
0.688,0.312,Dell G Series G7 7588 15.6-inch FHD Laptop
0.642,0.358,Dell G Series G7 7588 15.6-inch FHD Laptop
0.986,0.014,Dell 24 UltraSharp Monitor
0.804,0.196,New Inspiron 22 3275 All-in-One
0.968,0.032,Dell 24 Touch Monitor
0.912,0.088,Dell Precision M5510 WorkStation Laptop
0.986,0.014,Dell 24 UltraSharp Monitor
1,0,Dell Vostro 3000 
0.996,0.004,Inspiron 15 7572 Laptop
0.964,0.036,Dell G7 15 Gaming Laptop
0.982,0.018,Dell Inspiron 13 5378 2-in-1 
0.756,0.244,Alienware 25 Gaming Monitor
0.768,0.232,XPS 13 Laptop
0.986,0.014,Dell 24 UltraSharp Monitor
0.944,0.056,Alienware 25 Gaming Monitor
1,0,Dell Precision M5510 WorkStation Laptop
0.972,0.028,New Inspiron 15 5570 Laptop
0.976,0.024,DELL Inspiron 7570 15.6-inch FHD Laptop
0.986,0.014,Dell G5 15 Gaming Laptop
0.982,0.018,DELL Inspiron 7570 15.6-inch FHD Laptop
0.974,0.026,Dell 24 Touch Monitor
0.972,0.028,New Inspiron 15 5570 Laptop
0.996,0.004,Inspiron 27 7000 All-in-One
0.74,0.26,Dell G5 15 Gaming Laptop
0.892,0.108,Dell 27 Monitor
0.808,0.192,New Inspiron 15 5570 Laptop
0.96,0.04,Dell G3 15 Gaming Laptop
0.99,0.01,Dell G7 15 Gaming Laptop
0.988,0.012,Dell 24 UltraSharp Monitor
0.99,0.01,Dell Venue 7 3741 Tablet 
0.784,0.216,DELL Inspiron 7570 15.6-inch FHD Laptop
0.942,0.058,Inspiron 27 7000 All-in-One
0.938,0.062,Inspiron 15 7572 Laptop
0.628,0.372,Dell Inspiron 13 5378 2-in-1 
0.802,0.198,XPS 13 Laptop
0.902,0.098,Dell Precision M5510 WorkStation Laptop
0.992,0.008,"Dell Alienware 15 15.6"" Gaming Laptop "
0.92,0.08,Inspiron 27 7000 All-in-One
0.956,0.044,Dell Precision M5510 WorkStation Laptop
0.994,0.006,New Inspiron 15 5570 Laptop
0.634,0.366,DELL Inspiron 7570 15.6-inch FHD Laptop
0.478,0.522,Dell Venue 7 3741 Tablet 
0.962,0.038,Precision 5520 Mobile Workstation
0.96,0.04,Alienware 25 Gaming Monitor
0.962,0.038,Dell Vostro 3000 
0.994,0.006,DELL Inspiron 7570 15.6-inch FHD Laptop
0.388,0.612,Dell 27 Monitor
0.984,0.016,Dell 24 Touch Monitor
0.882,0.118,Precision 5520 Mobile Workstation
0.678,0.322,DELL Inspiron 7570 15.6-inch FHD Laptop
0.848,0.152,DELL Inspiron 7570 15.6-inch FHD Laptop
0.846,0.154,Dell Inspiron 13 5378 2-in-1 
0.734,0.266,Latitude Dell 5175 Tablet
0.804,0.196,Dell G5 15 Gaming Laptop
0.86,0.14,Dell Inspiron 13 5378 2-in-1 
0.738,0.262,Inspiron 15 7572 Laptop
0.822,0.178,Dell Precision M5510 WorkStation Laptop
0.71,0.29,Dell G5 15 Gaming Laptop
0.626,0.374,Precision 5520 Mobile Workstation
0.628,0.372,XPS 13 Laptop
0.836,0.164,Dell G7 15 Gaming Laptop
0.764,0.236,Latitude Dell 5175 Tablet
0.84,0.16,Dell Inspiron 13 5378 2-in-1 
0.798,0.202,Dell UltraSharp 27 4K HDR Monitor 
0.706,0.294,Precision 5520 Mobile Workstation
0.936,0.064,Dell 27 Monitor
0.92,0.08,Dell Precision M5510 WorkStation Laptop
0.918,0.082,Dell G7 15 Gaming Laptop
0.98,0.02,Dell Venue 7 3741 Tablet 
0.178,0.822,Dell Vostro 3000 
0.41,0.59,Precision 5520 Mobile Workstation
0.624,0.376,New Inspiron 22 3275 All-in-One
0.574,0.426,New Inspiron 15 5570 Laptop
0.428,0.572,Dell G5 15 Gaming Laptop
0.61,0.39,Dell 24 UltraSharp Monitor
0.428,0.572,Latitude Dell 5175 Tablet
0.7,0.3,Dell G7 15 Gaming Laptop
0.498,0.502,Dell Inspiron 3520 Desktop Computer
0.902,0.098,New Inspiron 15 5570 Laptop
0.776,0.224,Dell G5 15 Gaming Laptop
0.294,0.706,Inspiron 27 7000 All-in-One
0.608,0.392,Dell G7 15 Gaming Laptop
0.04,0.96,Dell Inspiron 13 5378 2-in-1 
0.468,0.532,"Dell Alienware 15 15.6"" Gaming Laptop "
0.728,0.272,Alienware 25 Gaming Monitor
0.014,0.986,"Dell Alienware 15 15.6"" Gaming Laptop "
0.018,0.982,Dell Inspiron 13 5378 2-in-1 
0.534,0.466,Dell Inspiron 3520 Desktop Computer
0.26,0.74,Dell Inspiron 13 5378 2-in-1 
0.884,0.116,Dell Precision M5510 WorkStation Laptop
0.414,0.586,XPS 8920 Desktop Tower
0.486,0.514,Dell G5 15 Gaming Laptop
0.04,0.96,Inspiron 15 7572 Laptop
0.038,0.962,Precision 5520 Mobile Workstation
0.45,0.55,Dell 24 Touch Monitor
0.054,0.946,New Inspiron 15 5570 Laptop
0.002,0.998,Dell UltraSharp 27 4K HDR Monitor 
0.422,0.578,New Inspiron 22 3275 All-in-One
0.234,0.766,Dell G7 15 Gaming Laptop
0.2,0.8,Dell Vostro 3000 
0.25,0.75,Dell 27 Monitor
0.02,0.98,Dell G Series G7 7588 15.6-inch FHD Laptop
0.092,0.908,Precision 5520 Mobile Workstation
0.042,0.958,Latitude Dell 5175 Tablet
0.218,0.782,Dell Venue 7 3741 Tablet 
0.486,0.514,Dell 24 Touch Monitor
0.494,0.506,Dell 27 Monitor
0.132,0.868,Dell G7 15 Gaming Laptop
0.082,0.918,Dell G Series G7 7588 15.6-inch FHD Laptop
0.038,0.962,Alienware 25 Gaming Monitor
0.03,0.97,Alienware 25 Gaming Monitor
0.064,0.936,New Inspiron 15 5570 Laptop
0.028,0.972,XPS 13 Laptop
0.088,0.912,Dell 27 Monitor
0.008,0.992,Dell 24 UltraSharp Monitor
0.012,0.988,DELL Inspiron 7570 15.6-inch FHD Laptop
0.01,0.99,Dell Inspiron 13 5378 2-in-1 
0.498,0.502,Dell Precision M5510 WorkStation Laptop
0.05,0.95,Dell Venue 7 3741 Tablet 
0.03,0.97,Latitude Dell 5175 Tablet
0.03,0.97,Alienware 25 Gaming Monitor
0.01,0.99,New Inspiron 22 3275 All-in-One
0.002,0.998,XPS 8920 Desktop Tower
0.06,0.94,"Dell Alienware 15 15.6"" Gaming Laptop "
0.08,0.92,Dell G3 15 Gaming Laptop
0.016,0.984,Alienware 25 Gaming Monitor
0.082,0.918,Precision 5520 Mobile Workstation
0.078,0.922,Dell G Series G7 7588 15.6-inch FHD Laptop
0.11,0.89,Dell 24 Touch Monitor
0.062,0.938,New Inspiron 15 5570 Laptop
0.002,0.998,Dell G5 15 Gaming Laptop
0.086,0.914,Dell G3 15 Gaming Laptop
0,1,DELL Inspiron 7570 15.6-inch FHD Laptop
0.016,0.984,Dell G Series G7 7588 15.6-inch FHD Laptop
0.124,0.876,Dell Vostro 3000 
0.136,0.864,Dell G7 15 Gaming Laptop
0.07,0.93,Dell Inspiron 13 5378 2-in-1 
0.094,0.906,Dell G3 15 Gaming Laptop
0.14,0.86,Precision 5520 Mobile Workstation
0.076,0.924,Dell 27 Monitor
0,1,New Inspiron 22 3275 All-in-One
0.018,0.982,Dell Inspiron 3520 Desktop Computer
0.016,0.984,New Inspiron 15 5570 Laptop
0.02,0.98,Latitude Dell 5175 Tablet
0.008,0.992,Dell Vostro 3000 
0.004,0.996,Dell 24 Touch Monitor
0.038,0.962,Dell UltraSharp 27 4K HDR Monitor 
0.03,0.97,Dell Precision M5510 WorkStation Laptop
0.008,0.992,New Inspiron 22 3275 All-in-One
0.004,0.996,Dell G3 15 Gaming Laptop
0.016,0.984,Dell 24 Touch Monitor
0.026,0.974,Dell Inspiron 3520 Desktop Computer
0.002,0.998,Dell G5 15 Gaming Laptop
0,1,XPS 8920 Desktop Tower
0,1,Dell Inspiron 3520 Desktop Computer
0,1,Dell G5 15 Gaming Laptop
0.01,0.99,Precision 5520 Mobile Workstation
0.002,0.998,Dell G3 15 Gaming Laptop
0.04,0.96,New Inspiron 22 3275 All-in-One
0.032,0.968,Dell Precision M5510 WorkStation Laptop
0,1,Dell G Series G7 7588 15.6-inch FHD Laptop
0.002,0.998,Dell 24 UltraSharp Monitor
0.002,0.998,Dell 27 Monitor
0,1,Inspiron 15 7572 Laptop
0,1,Dell G Series G7 7588 15.6-inch FHD Laptop
0,1,Dell G5 15 Gaming Laptop
0,1,XPS 13 Laptop
0,1,DELL Inspiron 7570 15.6-inch FHD Laptop
0.02,0.98,"Dell Alienware 15 15.6"" Gaming Laptop "
0,1,XPS 8920 Desktop Tower
0,1,DELL Inspiron 7570 15.6-inch FHD Laptop
0.01,0.99,New Inspiron 22 3275 All-in-One
0.002,0.998,Dell G7 15 Gaming Laptop
0.012,0.988,Dell 24 UltraSharp Monitor
0.002,0.998,Dell G5 15 Gaming Laptop
0.002,0.998,Precision 5520 Mobile Workstation
0,1,Alienware 25 Gaming Monitor
0.94,0.06,New Inspiron 15 5570 Laptop
0,1,Latitude Dell 5175 Tablet
0.886,0.114,Precision 5520 Mobile Workstation
0.014,0.986,XPS 8920 Desktop Tower
0.002,0.998,Dell Inspiron 3520 Desktop Computer
0.002,0.998,Dell Venue 7 3741 Tablet 
0.158,0.842,Alienware 25 Gaming Monitor
0.02,0.98,Dell G5 15 Gaming Laptop
0.022,0.978,"Dell Alienware 15 15.6"" Gaming Laptop "
0,1,Inspiron 27 7000 All-in-One
0,1,XPS 8920 Desktop Tower
0,1,Dell Venue 7 3741 Tablet 
0,1,XPS 8920 Desktop Tower
0,1,DELL Inspiron 7570 15.6-inch FHD Laptop
0.004,0.996,New Inspiron 15 5570 Laptop
0.996,0.004,Dell 24 Touch Monitor
0.996,0.004,DELL Inspiron 7570 15.6-inch FHD Laptop
0.996,0.004,New Inspiron 22 3275 All-in-One
1,0,Dell G5 15 Gaming Laptop
0.856,0.144,Inspiron 27 7000 All-in-One
0.852,0.148,Dell Venue 7 3741 Tablet 
1,0,Latitude Dell 5175 Tablet
1,0,Dell Inspiron 3520 Desktop Computer
0.998,0.002,Alienware 25 Gaming Monitor
0.982,0.018,Inspiron 15 7572 Laptop
0.978,0.022,Dell 27 Monitor
0.992,0.008,Dell Venue 7 3741 Tablet 
0.982,0.018,Latitude Dell 5175 Tablet
0.976,0.024,New Inspiron 22 3275 All-in-One
0.91,0.09,Dell G7 15 Gaming Laptop
0.994,0.006,Latitude Dell 5175 Tablet
0.994,0.006,XPS 13 Laptop
0.988,0.012,Dell 24 Touch Monitor
0.994,0.006,Latitude Dell 5175 Tablet
1,0,Dell G7 15 Gaming Laptop
0.96,0.04,Dell G3 15 Gaming Laptop
0.996,0.004,Inspiron 15 7572 Laptop
0.946,0.054,Dell G7 15 Gaming Laptop
0.996,0.004,Dell G7 15 Gaming Laptop
0.94,0.06,Dell Venue 7 3741 Tablet 
0.998,0.002,Dell 24 Touch Monitor
0.996,0.004,New Inspiron 22 3275 All-in-One
0.998,0.002,Dell Inspiron 3520 Desktop Computer
0.852,0.148,Dell Vostro 3000 
0.88,0.12,DELL Inspiron 7570 15.6-inch FHD Laptop
0.946,0.054,DELL Inspiron 7570 15.6-inch FHD Laptop
0.842,0.158,Dell 24 Touch Monitor
0.998,0.002,Precision 5520 Mobile Workstation
0.994,0.006,Alienware 25 Gaming Monitor
0.998,0.002,Dell Inspiron 13 5378 2-in-1 
0.996,0.004,Dell UltraSharp 27 4K HDR Monitor 
0.992,0.008,Dell G Series G7 7588 15.6-inch FHD Laptop
1,0,Dell UltraSharp 27 4K HDR Monitor 
0.968,0.032,Inspiron 27 7000 All-in-One
0.986,0.014,Inspiron 27 7000 All-in-One
0.96,0.04,Dell Venue 7 3741 Tablet 
0.84,0.16,Dell Precision M5510 WorkStation Laptop
0.956,0.044,Dell Vostro 3000 
0.904,0.096,New Inspiron 22 3275 All-in-One
0.896,0.104,Dell Venue 7 3741 Tablet 
0.864,0.136,Dell Vostro 3000 
0.77,0.23,XPS 8920 Desktop Tower
0.736,0.264,Dell Venue 7 3741 Tablet 
0.986,0.014,Dell G7 15 Gaming Laptop
1,0,Inspiron 15 7572 Laptop
0.952,0.048,Inspiron 27 7000 All-in-One
0.952,0.048,Inspiron 15 7572 Laptop
0.986,0.014,Dell 24 UltraSharp Monitor
0.96,0.04,XPS 13 Laptop
0.998,0.002,Dell Inspiron 3520 Desktop Computer
0.992,0.008,Dell G3 15 Gaming Laptop
0.996,0.004,Inspiron 15 7572 Laptop
0.904,0.096,Latitude Dell 5175 Tablet
0.686,0.314,New Inspiron 22 3275 All-in-One
0.948,0.052,Dell 24 UltraSharp Monitor
0.984,0.016,Dell 24 UltraSharp Monitor
0.856,0.144,Latitude Dell 5175 Tablet
0.974,0.026,Dell UltraSharp 27 4K HDR Monitor 
0.988,0.012,Inspiron 15 7572 Laptop
0.882,0.118,Dell 27 Monitor
0.646,0.354,Dell UltraSharp 27 4K HDR Monitor 
0.932,0.068,"Dell Alienware 15 15.6"" Gaming Laptop "
0.77,0.23,New Inspiron 15 5570 Laptop
0.816,0.184,Inspiron 15 7572 Laptop
0.56,0.44,Inspiron 15 7572 Laptop
0.81,0.19,"Dell Alienware 15 15.6"" Gaming Laptop "
0.96,0.04,Dell Precision M5510 WorkStation Laptop
0.52,0.48,Inspiron 27 7000 All-in-One
0.772,0.228,Dell Venue 7 3741 Tablet 
0.562,0.438,Dell 24 Touch Monitor
0.588,0.412,Inspiron 15 7572 Laptop
0.8,0.2,Dell G Series G7 7588 15.6-inch FHD Laptop
0.622,0.378,Dell 24 Touch Monitor
0.662,0.338,XPS 13 Laptop
0.898,0.102,Alienware 25 Gaming Monitor
0.76,0.24,Dell Precision M5510 WorkStation Laptop
0.506,0.494,Dell Inspiron 13 5378 2-in-1 
0.208,0.792,Dell Venue 7 3741 Tablet 
0.362,0.638,Latitude Dell 5175 Tablet
0.428,0.572,Dell G7 15 Gaming Laptop
0.698,0.302,Precision 5520 Mobile Workstation
0.172,0.828,Dell Inspiron 13 5378 2-in-1 
0.738,0.262,Dell 24 Touch Monitor
0.692,0.308,Latitude Dell 5175 Tablet
0.52,0.48,Dell Inspiron 13 5378 2-in-1 
0.572,0.428,Dell G Series G7 7588 15.6-inch FHD Laptop
0.714,0.286,Dell G7 15 Gaming Laptop
0.626,0.374,Dell G Series G7 7588 15.6-inch FHD Laptop
0.924,0.076,Dell UltraSharp 27 4K HDR Monitor 
0.918,0.082,XPS 8920 Desktop Tower
0.694,0.306,"Dell Alienware 15 15.6"" Gaming Laptop "
0.994,0.006,Dell G5 15 Gaming Laptop
0.994,0.006,Precision 5520 Mobile Workstation
0.998,0.002,Dell Inspiron 13 5378 2-in-1 
1,0,"Dell Alienware 15 15.6"" Gaming Laptop "
1,0,New Inspiron 15 5570 Laptop
1,0,Dell 24 Touch Monitor
1,0,Dell 24 UltraSharp Monitor
0.82,0.18,Alienware 25 Gaming Monitor
0.706,0.294,XPS 13 Laptop
0.026,0.974,Dell Inspiron 13 5378 2-in-1 
0.112,0.888,Dell Precision M5510 WorkStation Laptop
0.036,0.964,New Inspiron 22 3275 All-in-One
0.052,0.948,Dell G5 15 Gaming Laptop
0.086,0.914,Dell 27 Monitor
0.472,0.528,Dell Inspiron 3520 Desktop Computer
0.472,0.528,New Inspiron 15 5570 Laptop
0.534,0.466,"Dell Alienware 15 15.6"" Gaming Laptop "
0,1,New Inspiron 15 5570 Laptop
0.012,0.988,Precision 5520 Mobile Workstation
0.004,0.996,New Inspiron 15 5570 Laptop
0.002,0.998,Dell Inspiron 3520 Desktop Computer
0.004,0.996,Dell Inspiron 3520 Desktop Computer
0.008,0.992,Dell Precision M5510 WorkStation Laptop
0,1,DELL Inspiron 7570 15.6-inch FHD Laptop
0.022,0.978,New Inspiron 22 3275 All-in-One
0,1,Dell 24 UltraSharp Monitor
0,1,"Dell Alienware 15 15.6"" Gaming Laptop "
0.182,0.818,DELL Inspiron 7570 15.6-inch FHD Laptop
0.012,0.988,Alienware 25 Gaming Monitor
0.012,0.988,Dell 24 UltraSharp Monitor
0.514,0.486,New Inspiron 22 3275 All-in-One
0.002,0.998,Dell G5 15 Gaming Laptop
0.024,0.976,Dell G Series G7 7588 15.6-inch FHD Laptop
0.01,0.99,Inspiron 27 7000 All-in-One
0,1,Inspiron 15 7572 Laptop
0.008,0.992,DELL Inspiron 7570 15.6-inch FHD Laptop
0.01,0.99,Dell 24 Touch Monitor
1,0,Dell G Series G7 7588 15.6-inch FHD Laptop
1,0,DELL Inspiron 7570 15.6-inch FHD Laptop
0.998,0.002,XPS 13 Laptop
1,0,Inspiron 15 7572 Laptop
0.998,0.002,XPS 8920 Desktop Tower
1,0,"Dell Alienware 15 15.6"" Gaming Laptop "
1,0,Dell G Series G7 7588 15.6-inch FHD Laptop
0.996,0.004,Dell G Series G7 7588 15.6-inch FHD Laptop
1,0,Inspiron 15 7572 Laptop
0.994,0.006,Dell 24 UltraSharp Monitor
1,0,Dell G7 15 Gaming Laptop
0.976,0.024,"Dell Alienware 15 15.6"" Gaming Laptop "
0.87,0.13,XPS 8920 Desktop Tower
0.834,0.166,Inspiron 27 7000 All-in-One
0.93,0.07,Dell Precision M5510 WorkStation Laptop
0.996,0.004,DELL Inspiron 7570 15.6-inch FHD Laptop
0.97,0.03,Dell Precision M5510 WorkStation Laptop
0.998,0.002,Dell G7 15 Gaming Laptop
0.858,0.142,Dell Vostro 3000 
1,0,DELL Inspiron 7570 15.6-inch FHD Laptop
1,0,Dell Precision M5510 WorkStation Laptop
0.992,0.008,Dell 24 UltraSharp Monitor
0.854,0.146,New Inspiron 15 5570 Laptop
0.958,0.042,Dell Inspiron 13 5378 2-in-1 
1,0,Alienware 25 Gaming Monitor
0.634,0.366,Latitude Dell 5175 Tablet
1,0,Dell G Series G7 7588 15.6-inch FHD Laptop
0.992,0.008,New Inspiron 22 3275 All-in-One
0.976,0.024,Dell Inspiron 3520 Desktop Computer
0.974,0.026,Dell Precision M5510 WorkStation Laptop
1,0,Dell 24 UltraSharp Monitor
0.868,0.132,New Inspiron 15 5570 Laptop
0.95,0.05,Dell UltraSharp 27 4K HDR Monitor 
0.994,0.006,Dell Precision M5510 WorkStation Laptop
0.994,0.006,New Inspiron 15 5570 Laptop
0.968,0.032,Dell 27 Monitor
0.986,0.014,Inspiron 15 7572 Laptop
0.984,0.016,Dell Precision M5510 WorkStation Laptop
0.992,0.008,Dell Inspiron 13 5378 2-in-1 
0.982,0.018,Dell G7 15 Gaming Laptop
0.996,0.004,XPS 8920 Desktop Tower
0.952,0.048,Precision 5520 Mobile Workstation
0.544,0.456,Dell Precision M5510 WorkStation Laptop
0.992,0.008,"Dell Alienware 15 15.6"" Gaming Laptop "
0.972,0.028,Dell G Series G7 7588 15.6-inch FHD Laptop
0.972,0.028,New Inspiron 22 3275 All-in-One
0.98,0.02,Dell Inspiron 3520 Desktop Computer
0.998,0.002,New Inspiron 15 5570 Laptop
0.948,0.052,XPS 13 Laptop
0.992,0.008,"Dell Alienware 15 15.6"" Gaming Laptop "
0.996,0.004,Inspiron 15 7572 Laptop
0.992,0.008,DELL Inspiron 7570 15.6-inch FHD Laptop
0.99,0.01,XPS 13 Laptop
0.964,0.036,Dell Inspiron 13 5378 2-in-1 
0.59,0.41,Inspiron 15 7572 Laptop
0.994,0.006,Dell G5 15 Gaming Laptop
0.994,0.006,Inspiron 15 7572 Laptop
0.994,0.006,Dell 24 UltraSharp Monitor
0.946,0.054,Dell 27 Monitor
0.7,0.3,Dell Vostro 3000 
0.936,0.064,Dell G5 15 Gaming Laptop
0.946,0.054,New Inspiron 22 3275 All-in-One
0.882,0.118,XPS 8920 Desktop Tower
0.784,0.216,Dell UltraSharp 27 4K HDR Monitor 
0.976,0.024,Dell G5 15 Gaming Laptop
0.974,0.026,Inspiron 15 7572 Laptop
0.98,0.02,Dell G3 15 Gaming Laptop
0.998,0.002,XPS 8920 Desktop Tower
0.918,0.082,DELL Inspiron 7570 15.6-inch FHD Laptop
0.998,0.002,Dell G3 15 Gaming Laptop
0.704,0.296,Dell Inspiron 13 5378 2-in-1 
0.298,0.702,New Inspiron 22 3275 All-in-One
0.996,0.004,Dell G5 15 Gaming Laptop
1,0,Dell 27 Monitor
0.562,0.438,Dell G7 15 Gaming Laptop
0.56,0.44,Dell Venue 7 3741 Tablet 
0.196,0.804,Inspiron 27 7000 All-in-One
0.896,0.104,Alienware 25 Gaming Monitor
0.068,0.932,Dell Precision M5510 WorkStation Laptop
0.364,0.636,Dell Inspiron 3520 Desktop Computer
0.46,0.54,Dell Venue 7 3741 Tablet 
0.148,0.852,Dell UltraSharp 27 4K HDR Monitor 
1,0,XPS 13 Laptop
0.98,0.02,Alienware 25 Gaming Monitor
0.148,0.852,Dell G5 15 Gaming Laptop
0.844,0.156,Inspiron 15 7572 Laptop
0.446,0.554,Inspiron 15 7572 Laptop
0.528,0.472,New Inspiron 15 5570 Laptop
0.098,0.902,Latitude Dell 5175 Tablet
0.602,0.398,DELL Inspiron 7570 15.6-inch FHD Laptop
0.386,0.614,XPS 8920 Desktop Tower
0.166,0.834,New Inspiron 15 5570 Laptop
0.558,0.442,Inspiron 27 7000 All-in-One
0.828,0.172,Dell Inspiron 3520 Desktop Computer
0.828,0.172,Dell G7 15 Gaming Laptop
0.316,0.684,Dell G7 15 Gaming Laptop
0.684,0.316,Dell G3 15 Gaming Laptop
0.606,0.394,Latitude Dell 5175 Tablet
0.058,0.942,Alienware 25 Gaming Monitor
0.384,0.616,Latitude Dell 5175 Tablet
0.272,0.728,Inspiron 15 7572 Laptop
0.016,0.984,Dell G3 15 Gaming Laptop
0.116,0.884,Dell G7 15 Gaming Laptop
0.038,0.962,Alienware 25 Gaming Monitor
0.1,0.9,Dell 24 UltraSharp Monitor
0.034,0.966,Inspiron 27 7000 All-in-One
0.102,0.898,Dell 27 Monitor
0.564,0.436,Dell Precision M5510 WorkStation Laptop
0.174,0.826,DELL Inspiron 7570 15.6-inch FHD Laptop
0.07,0.93,Dell G5 15 Gaming Laptop
0.026,0.974,DELL Inspiron 7570 15.6-inch FHD Laptop
0.1,0.9,Dell Inspiron 13 5378 2-in-1 
0.1,0.9,Inspiron 15 7572 Laptop
0.042,0.958,XPS 13 Laptop
0.018,0.982,New Inspiron 15 5570 Laptop
0.038,0.962,New Inspiron 15 5570 Laptop
0.068,0.932,Dell Venue 7 3741 Tablet 
0.072,0.928,Inspiron 27 7000 All-in-One
0.202,0.798,"Dell Alienware 15 15.6"" Gaming Laptop "
0.258,0.742,Dell Vostro 3000 
0.462,0.538,Dell 24 Touch Monitor
0.264,0.736,Dell 24 UltraSharp Monitor
0.024,0.976,Precision 5520 Mobile Workstation
0.02,0.98,Dell Inspiron 13 5378 2-in-1 
0.174,0.826,Dell G Series G7 7588 15.6-inch FHD Laptop
0.09,0.91,Dell 27 Monitor
0.02,0.98,New Inspiron 15 5570 Laptop
0.022,0.978,Dell 24 UltraSharp Monitor
0.022,0.978,Dell G3 15 Gaming Laptop
0.024,0.976,"Dell Alienware 15 15.6"" Gaming Laptop "
0.02,0.98,Latitude Dell 5175 Tablet
0.008,0.992,Dell Precision M5510 WorkStation Laptop
0.014,0.986,Dell G3 15 Gaming Laptop
0.014,0.986,Dell UltraSharp 27 4K HDR Monitor 
0.01,0.99,Dell Venue 7 3741 Tablet 
0.036,0.964,Dell Vostro 3000 
0.078,0.922,New Inspiron 22 3275 All-in-One
0.016,0.984,XPS 13 Laptop
0,1,Dell 24 Touch Monitor
0.136,0.864,Alienware 25 Gaming Monitor
0.004,0.996,Dell 24 Touch Monitor
0,1,Dell Precision M5510 WorkStation Laptop
0.006,0.994,Dell 24 Touch Monitor
0.004,0.996,Dell G5 15 Gaming Laptop
0.042,0.958,Inspiron 15 7572 Laptop
0.002,0.998,"Dell Alienware 15 15.6"" Gaming Laptop "
0.004,0.996,Dell G Series G7 7588 15.6-inch FHD Laptop
0.014,0.986,Dell Vostro 3000 
0.002,0.998,XPS 13 Laptop
0.098,0.902,Dell G7 15 Gaming Laptop
0.16,0.84,Dell G Series G7 7588 15.6-inch FHD Laptop
0.144,0.856,Dell Venue 7 3741 Tablet 
0.012,0.988,Dell 27 Monitor
0,1,Precision 5520 Mobile Workstation
0.002,0.998,XPS 8920 Desktop Tower
0.002,0.998,Dell G Series G7 7588 15.6-inch FHD Laptop
0.008,0.992,Dell 24 Touch Monitor
0.524,0.476,Inspiron 27 7000 All-in-One
0.054,0.946,Dell Inspiron 13 5378 2-in-1 
0.014,0.986,Dell Inspiron 3520 Desktop Computer
0.092,0.908,Dell Inspiron 13 5378 2-in-1 
0.104,0.896,Dell G5 15 Gaming Laptop
0.084,0.916,New Inspiron 22 3275 All-in-One
0,1,"Dell Alienware 15 15.6"" Gaming Laptop "
0.008,0.992,Dell Venue 7 3741 Tablet 
0.132,0.868,XPS 13 Laptop
0,1,Dell G5 15 Gaming Laptop
0,1,Dell Inspiron 13 5378 2-in-1 
0,1,Inspiron 15 7572 Laptop
0,1,Alienware 25 Gaming Monitor
0,1,Dell 24 Touch Monitor
0.008,0.992,Dell Inspiron 3520 Desktop Computer
0.07,0.93,Dell 27 Monitor
0,1,Dell UltraSharp 27 4K HDR Monitor 
0.002,0.998,New Inspiron 15 5570 Laptop
0,1,Dell 27 Monitor
0.002,0.998,XPS 8920 Desktop Tower
0,1,Dell G5 15 Gaming Laptop
0,1,Inspiron 15 7572 Laptop
0.002,0.998,Precision 5520 Mobile Workstation
0.002,0.998,"Dell Alienware 15 15.6"" Gaming Laptop "
0,1,"Dell Alienware 15 15.6"" Gaming Laptop "
0,1,Latitude Dell 5175 Tablet
0.008,0.992,Dell Precision M5510 WorkStation Laptop
0.008,0.992,Dell 24 UltraSharp Monitor
0.002,0.998,Dell Inspiron 13 5378 2-in-1 
0,1,Precision 5520 Mobile Workstation
0,1,Dell 24 UltraSharp Monitor
0.002,0.998,Inspiron 15 7572 Laptop
0,1,Dell Vostro 3000 
0,1,New Inspiron 22 3275 All-in-One
0,1,"Dell Alienware 15 15.6"" Gaming Laptop "
0,1,Dell Vostro 3000 
0,1,Dell 24 Touch Monitor
0,1,Alienware 25 Gaming Monitor
0,1,XPS 13 Laptop
0,1,Inspiron 15 7572 Laptop
0.016,0.984,Dell UltraSharp 27 4K HDR Monitor 
0.034,0.966,Dell Inspiron 3520 Desktop Computer
0.002,0.998,Dell UltraSharp 27 4K HDR Monitor 
0.016,0.984,Dell UltraSharp 27 4K HDR Monitor 
0.016,0.984,Precision 5520 Mobile Workstation
0,1,Dell G Series G7 7588 15.6-inch FHD Laptop
0.01,0.99,Dell G Series G7 7588 15.6-inch FHD Laptop
0.016,0.984,Dell G3 15 Gaming Laptop
0,1,New Inspiron 15 5570 Laptop
0.004,0.996,Inspiron 15 7572 Laptop
0,1,Dell Vostro 3000 
0.016,0.984,Inspiron 15 7572 Laptop
0.01,0.99,New Inspiron 22 3275 All-in-One
0.176,0.824,Dell Vostro 3000 
0.022,0.978,Dell G Series G7 7588 15.6-inch FHD Laptop
0,1,Dell G Series G7 7588 15.6-inch FHD Laptop
0.014,0.986,Dell Inspiron 3520 Desktop Computer
0.016,0.984,Dell Precision M5510 WorkStation Laptop
0.016,0.984,Precision 5520 Mobile Workstation
0.99,0.01,DELL Inspiron 7570 15.6-inch FHD Laptop
0,1,Dell Inspiron 3520 Desktop Computer
0,1,Dell 27 Monitor
